iter	Accuracy	Logloss
751	0.9258278146	0.2282689034
752	0.9258278146	0.2281799505
753	0.9258278146	0.2281693545
754	0.9258278146	0.2280844634
755	0.9258278146	0.2280731499
756	0.9258278146	0.228064388
757	0.9258278146	0.2280166585
758	0.9258278146	0.2280067174
759	0.9258278146	0.2280040952
760	0.9258278146	0.2280022047
761	0.9258278146	0.2279200904
762	0.9258278146	0.2277403184
763	0.9258278146	0.2275638333
764	0.9258278146	0.2274362053
765	0.9258278146	0.2274351761
766	0.9258278146	0.2272225028
767	0.9258278146	0.2271879316
768	0.9258278146	0.2268877138
769	0.9258278146	0.2267230125
770	0.9258278146	0.2266874239
771	0.9258278146	0.2265618016
772	0.9258278146	0.2265429513
773	0.9258278146	0.2264560075
774	0.9271523179	0.2259688296
775	0.9271523179	0.2257600871
776	0.9271523179	0.2255822102
777	0.9271523179	0.2255419659
778	0.9271523179	0.225481461
779	0.9271523179	0.2254111694
780	0.9271523179	0.2253157038
781	0.9271523179	0.2249971112
782	0.9284768212	0.2249412827
783	0.9284768212	0.2248094067
784	0.9284768212	0.2248038865
785	0.9284768212	0.2247660515
786	0.9284768212	0.224515676
787	0.9284768212	0.2244869304
788	0.9284768212	0.2244760504
789	0.9284768212	0.2244339321
790	0.9284768212	0.224034044
791	0.9284768212	0.2239853102
792	0.9284768212	0.2238793195
793	0.9284768212	0.2238651891
794	0.9284768212	0.2238515487
795	0.9284768212	0.2238316075
796	0.9284768212	0.2237497191
797	0.9284768212	0.2236612552
798	0.9284768212	0.2236320608
799	0.9284768212	0.2235880074
800	0.9284768212	0.2234785634
801	0.9284768212	0.223422579
802	0.9284768212	0.2234166183
803	0.9284768212	0.2232993467
804	0.9284768212	0.2230527537
805	0.9284768212	0.2229557152
806	0.9284768212	0.2229399984
807	0.9284768212	0.2228844775
808	0.9284768212	0.2225790057
809	0.9284768212	0.2224262628
810	0.9284768212	0.2224157895
811	0.9284768212	0.2222411376
812	0.9284768212	0.2222007049
813	0.9284768212	0.2221406929
814	0.9284768212	0.2221079299
815	0.9284768212	0.2218579829
816	0.9284768212	0.2217984149
817	0.9284768212	0.2214780848
818	0.9284768212	0.2214718377
819	0.9284768212	0.2214577612
820	0.9298013245	0.2213652505
821	0.9284768212	0.2213456203
822	0.9284768212	0.2213142138
823	0.9284768212	0.2212979638
824	0.9284768212	0.2212822388
825	0.9298013245	0.2211069743
826	0.9298013245	0.2211013948
827	0.9298013245	0.2210760583
828	0.9298013245	0.2209323256
829	0.9298013245	0.2209058674
830	0.9298013245	0.2208414376
831	0.9298013245	0.2208026749
832	0.9298013245	0.2207934641
833	0.9298013245	0.2207770121
834	0.9298013245	0.2206793266
835	0.9298013245	0.2205079611
836	0.9298013245	0.2202981865
837	0.9298013245	0.2200266308
838	0.9298013245	0.219942356
839	0.9298013245	0.2199390614
840	0.9298013245	0.2199102609
841	0.9298013245	0.2198695301
842	0.9298013245	0.2198659559
843	0.9298013245	0.2198638121
844	0.9298013245	0.2198375523
845	0.9298013245	0.2198323165
846	0.9298013245	0.2196507434
847	0.9298013245	0.2196491912
848	0.9298013245	0.2195646808
849	0.9298013245	0.2195605025
850	0.9298013245	0.2195494174
851	0.9298013245	0.2195346078
852	0.9311258278	0.2189427219
853	0.9311258278	0.218936167
854	0.9311258278	0.218919578
855	0.9298013245	0.2188842033
856	0.9298013245	0.2188800037
857	0.9298013245	0.2188644001
858	0.9311258278	0.218749778
859	0.9311258278	0.2186230163
860	0.9298013245	0.2185949532
861	0.9298013245	0.2185900352
862	0.9311258278	0.2185812286
863	0.9311258278	0.2185729413
864	0.9311258278	0.2185227407
865	0.9311258278	0.2185182734
866	0.9311258278	0.2184141537
867	0.9311258278	0.2179368764
868	0.9311258278	0.2176036685
869	0.9311258278	0.2172473395
870	0.9311258278	0.2171398193
871	0.9311258278	0.217127968
872	0.9311258278	0.2171220555
873	0.9311258278	0.2171168731
874	0.9311258278	0.2170486222
875	0.9311258278	0.2170282528
876	0.9311258278	0.2169637411
877	0.9311258278	0.2169235502
878	0.9311258278	0.2168564012
879	0.9311258278	0.2168514817
880	0.9311258278	0.2167324085
881	0.9311258278	0.2166964255
882	0.9311258278	0.2166540286
